@ 7200 IN SOA virgo hostmaster 1430540898 10800 1800 1814400 7200
@ 7200 IN MX 12801 ax.virusfree.cz.
7200 IN MX 12817 bx.virusfree.cz.
video-src-i.zf 7200 IN A 160.217.161.250
VPN-160-217-131-131.vpn 7200 IN A 160.217.131.131
wireless-client-160-217-145-13.wa2 7200 IN A 160.217.145.13
oAP7-zf-keko-3NP.wx 7200 IN A 160.217.93.196
IPtel-destinove-lab-vys-metody.zsf 7200 IN A 160.217.199.198
cam13-84.cam 7200 IN A 160.217.84.113
eduroam-160-217-136-70.eduroam 7200 IN A 160.217.136.70
k3-606-vencal00.k3 7200 IN A 160.217.222.13
wireless-client-160-217-132-247.wa1 7200 IN A 160.217.132.247
wireless-client-160-217-148-114.wa2 7200 IN A 160.217.148.114
d409.pf 7200 IN A 160.217.120.114
eduroam-160-217-137-208.eduroam 7200 IN A 160.217.137.208
fzs-2498.zsf 7200 IN A 160.217.199.80
k150a28.ef 7200 IN A 160.217.173.28
wireless-client-160-217-133-110.wa1 7200 IN A 160.217.133.110
umi.prf 7200 IN CNAME jerrymouse.prf
wireless-client-160-217-147-52.wa2 7200 IN A 160.217.147.52
wireless-client-160-217-132-204.wa1 7200 IN A 160.217.132.204
VPN-160-217-131-181.vpn 7200 IN A 160.217.131.181
wireless-client-160-217-150-99.wa2 7200 IN A 160.217.150.99
eduroam-160-217-136-242.eduroam 7200 IN A 160.217.136.242
pf-minas 7200 IN CNAME minas
fzs-1349.zsf 7200 IN A 160.217.199.25
kjaza03.ef 7200 IN A 160.217.173.63
k5-632-vilimz00.k5 7200 IN A 160.217.229.92
wireless-client-160-217-148-164.wa2 7200 IN A 160.217.148.164
szp23.szp 7200 IN A 160.217.128.23
Mrkvickovanot.pf 7200 IN A 160.217.120.207
wireless-client-160-217-145-190.wa2 7200 IN A 160.217.145.190
wireless-client-160-217-150-219.wa2 7200 IN A 160.217.150.219
k2-617-krizot02.k2 7200 IN A 160.217.218.24
wireless-client-160-217-151-106.wa2 7200 IN A 160.217.151.106
alarm219.ufb 7200 IN A 160.217.215.219
A2039TiskMF9280CDN.ffrek 7200 IN A 160.217.153.25
wireless-client-160-217-145-30.wa2 7200 IN A 160.217.145.30
KolejK1-160-217-217-210.k1 7200 IN A 160.217.217.210
AP10-bf-budB-1NP.wx 7200 IN A 160.217.91.230
fzs-1409.zsf 7200 IN A 160.217.196.61
k1-618-jarosb01.k1 7200 IN A 160.217.216.179
001d60cd321e.pfkn.dhcp 7200 IN CNAME allow.pfkn.dhcp
wireless-client-160-217-148-224.wa2 7200 IN A 160.217.148.224
k1-913-krejsj01.k1 7200 IN A 160.217.216.210
hp2570.pf 7200 IN A 160.217.120.116
KAM-cam06.cam 7200 IN A 160.217.94.206
wireless-client-160-217-150-12.wa2 7200 IN A 160.217.150.12
ZF-cam04.cam 7200 IN A 160.217.94.194
wireless-client-160-217-150-245.wa2 7200 IN A 160.217.150.245
cipis-zsf-virt-desktop.zsf 7200 IN A 160.217.179.254
ochranaobyvatel.zsf 7200 IN CNAME gandalf.zsf
FROVZF-zasedacky-160-217-170-178.frovzf 7200 IN A 160.217.170.178
k5-719-hlochd00.k5 7200 IN A 160.217.229.160
eduroam-160-217-137-76.eduroam 7200 IN A 160.217.137.76
IPtel-uran-vytah-maly.zsf 7200 IN A 160.217.195.18
wireless-client-160-217-133-205.wa1 7200 IN A 160.217.133.205
fprcb1851.prf 7200 IN A 160.217.205.25
A3034Uherova.rek 7200 IN A 160.217.155.60
k3-713-liskom00.k3 7200 IN A 160.217.222.19
kab.zf 7200 IN CNAME sites.zf
kjaza04.ef 7200 IN A 160.217.173.64
wireless-client-160-217-146-13.wa2 7200 IN A 160.217.146.13
bfcrauch.bf 7200 IN A 160.217.205.61
wireless-client-160-217-145-216.wa2 7200 IN A 160.217.145.216
k1-522-netolj02.k1 7200 IN A 160.217.216.125
a48-8300-1.k1 7200 IN A 160.217.217.242
a48-8300-1.k2 7200 IN A 160.217.219.242
a48-8300-1.k3 7200 IN A 160.217.223.242
a48-8300-1.k4 7200 IN A 160.217.225.242
iscsi 7200 IN A 160.217.5.162
berusky-minolta.zf 7200 IN A 160.217.161.211
wireless-client-160-217-144-110.wa2 7200 IN A 160.217.144.110
ubytovani 7200 IN A 160.217.6.9
k1-416-procha07.k1 7200 IN A 160.217.216.83
wireless-client-160-217-149-0.wa2 7200 IN A 160.217.149.0
dhcp-pool-160-217-163-224.zf 7200 IN A 160.217.163.224
pc41.bobik 7200 IN A 160.217.152.91
PF-cam12.cam 7200 IN A 160.217.94.72
KolejK4-160-217-225-219.k4 7200 IN A 160.217.225.219
wireless-client-160-217-146-110.wa2 7200 IN A 160.217.146.110
wireless-client-160-217-132-118.wa1 7200 IN A 160.217.132.118
k2-509-kucerh00.k2 7200 IN A 160.217.218.50
A3046TiskHPCM1017.rek 7200 IN A 160.217.155.130
wireless-client-160-217-146-161.wa2 7200 IN A 160.217.146.161
wireless-client-160-217-133-222.wa1 7200 IN A 160.217.133.222
k3-311-kacerv00.k3 7200 IN A 160.217.222.102
canon.kam 7200 IN A 160.217.220.244
wireless-client-160-217-144-130.wa2 7200 IN A 160.217.144.130
dark.prf 7200 IN A 160.217.2.19
IPtel-Rocnova.zsf 7200 IN A 160.217.198.196
fprcc990041.prf 7200 IN A 160.217.206.24
wireless-client-160-217-148-88.wa2 7200 IN A 160.217.148.88
ucebna10.bobik 7200 IN A 160.217.152.30
kjaza05.ef 7200 IN A 160.217.173.65
wireless-client-160-217-151-110.wa2 7200 IN A 160.217.151.110
k4-901a-zunich00.k4 7200 IN A 160.217.225.46
oAP2-frov-hus-2NP.wx 7200 IN A 160.217.93.231
k5-724-malkol02.k5 7200 IN A 160.217.229.201
wireless-client-160-217-146-221.wa2 7200 IN A 160.217.146.221
wireless-client-160-217-145-63.wa2 7200 IN A 160.217.145.63
VPN-160-217-131-26.vpn 7200 IN A 160.217.131.26
a48-8300-2.k1 7200 IN A 160.217.217.243
a48-8300-2.k2 7200 IN A 160.217.219.243
a48-8300-2.k3 7200 IN A 160.217.223.243
a48-8300-2.k4 7200 IN A 160.217.225.243
frov.shv 7200 IN CNAME www.shv
ankety 7200 IN CNAME plone-vm2
FF-cam19.cam 7200 IN A 160.217.94.149
wireless-client-160-217-151-9.wa2 7200 IN A 160.217.151.9
k5-209-rybakh01.k5 7200 IN A 160.217.228.94
sogo 7200 IN A 160.217.6.37
wireless-client-160-217-133-44.wa1 7200 IN A 160.217.133.44
k3-804-vejmef00.k3 7200 IN A 160.217.223.31
eduroam-160-217-136-137.eduroam 7200 IN A 160.217.136.137
AP12-zf-dek-2NP.wx 7200 IN A 160.217.91.208
wireless-client-160-217-150-159.wa2 7200 IN A 160.217.150.159
k5-704-krizki02.k5 7200 IN A 160.217.228.185
VPN-160-217-131-76.vpn 7200 IN A 160.217.131.76
zrot73.ufb 7200 IN A 160.217.215.73
filosof1.tf 7200 IN A 160.217.193.83
ZSF-cam06.cam 7200 IN A 160.217.94.126
fzs-1680.zsf 7200 IN A 160.217.199.73
wireless-client-160-217-145-24.wa2 7200 IN A 160.217.145.24
wireless-client-160-217-149-105.wa2 7200 IN A 160.217.149.105
AP2-zsf-nem-2NP.wx 7200 IN A 160.217.93.211
wireless-client-160-217-133-189.wa1 7200 IN A 160.217.133.189
wireless-client-160-217-144-107.wa2 7200 IN A 160.217.144.107
k3-419-cuznor00.k3 7200 IN A 160.217.222.230
wireless-client-160-217-133-94.wa1 7200 IN A 160.217.133.94
prfcb2551.prf 7200 IN A 160.217.205.47
wireless-client-160-217-145-250.wa2 7200 IN A 160.217.145.250
ZF-cam84-13.cam 7200 IN A 160.217.84.43
A346LifeSize.ff 7200 IN A 160.217.126.10
kjaza06.ef 7200 IN A 160.217.173.66
fzs-1194.zsf 7200 IN A 160.217.200.47
RekFF-zasedacky-160-217-9-218.rek 7200 IN A 160.217.9.218
ettri123.ufb 7200 IN A 160.217.215.123
fzs-1740.zsf 7200 IN A 160.217.196.80
wireless-client-160-217-145-74.wa2 7200 IN A 160.217.145.74
Zlinstav-PC-temp.ff 7200 IN A 160.217.126.201
FZE-B-04006.zf 7200 IN A 160.217.163.106
wireless-client-160-217-144-157.wa2 7200 IN A 160.217.144.157
ZSF-uVyst-160-217-200-190.zsf 7200 IN A 160.217.200.190
fzs-1721.zsf 7200 IN A 160.217.198.27
video-src-m.zf 7200 IN CNAME video-src-f.zf
k3-507-sleglp00.k3 7200 IN A 160.217.222.165
KolejK2-160-217-219-234.k2 7200 IN A 160.217.219.234
prf-back.prf 7200 IN A 160.217.214.2
k5-118-kloudm05.k5 7200 IN A 160.217.228.43
eduroam-160-217-137-239.eduroam 7200 IN A 160.217.137.239
wireless-client-160-217-148-113.wa2 7200 IN A 160.217.148.113
AP5-pf-duk-4NP.wx 7200 IN A 160.217.91.124
k1-1022-pataka00.k1 7200 IN A 160.217.216.21
fzs-1789.zsf 7200 IN A 160.217.199.63
fprca30402.prf 7200 IN A 160.217.211.34
wireless-client-160-217-149-122.wa2 7200 IN A 160.217.149.122
FROVZF-zasedacky-160-217-170-57.frovzf 7200 IN A 160.217.170.57
wireless-client-160-217-151-19.wa2 7200 IN A 160.217.151.19
wireless-client-160-217-144-217.wa2 7200 IN A 160.217.144.217
fzs-3108.zsf 7200 IN A 160.217.197.77
notebook01.zsf 7200 IN A 160.217.201.86
k1-113-kinclm00.k1 7200 IN A 160.217.216.25
tftp 7200 IN CNAME srot
k3-417-lekesb00.k3 7200 IN A 160.217.223.89
k1-202-horovn00.k1 7200 IN A 160.217.216.203
botanika.bf 7200 IN CNAME jerrymouse.prf
1cc1de9c7b38.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
kjaza07.ef 7200 IN A 160.217.173.67
k2-919-kukacv00.k2 7200 IN A 160.217.218.5
ZebraZT230TT.ffrek 7200 IN A 160.217.153.32
notleip.pf 7200 IN A 160.217.98.223
wireless-client-160-217-132-55.wa1 7200 IN A 160.217.132.55
AP5-prfC-bra-1NP.wx 7200 IN A 160.217.92.35
lenovo-DP-hlavni.frov 7200 IN MX 10 lenovo-DP-hlavni.frov
lenovo-DP-hlavni.frov 7200 IN A 160.217.190.20
wireless-client-160-217-149-226.wa2 7200 IN A 160.217.149.226
FZE-B-04007.zf 7200 IN A 160.217.163.107
ucebna06.lib 7200 IN A 160.217.156.23
k1-511-szakok00.k1 7200 IN A 160.217.216.211
VPN-160-217-129-87.vpn 7200 IN A 160.217.129.87
Ucebna-R5.frov 7200 IN MX 10 Ucebna-R5.frov
Ucebna-R5.frov 7200 IN A 160.217.202.148
k4-1001b-owakar00.k4 7200 IN A 160.217.225.37
wireless-client-160-217-144-35.wa2 7200 IN A 160.217.144.35
dhcp-pool-160-217-173-234.ef 7200 IN A 160.217.173.234
fprcs12523.prf 7200 IN A 160.217.208.223
A1005doktorandi1.ff 7200 IN A 160.217.126.202
k3-1019-berkoi01.k3 7200 IN A 160.217.223.1
fzs-2w7-62.zsf 7200 IN A 160.217.178.112
wireless-client-160-217-144-180.wa2 7200 IN A 160.217.144.180
zotac.kam 7200 IN A 160.217.220.91
fibich.prf 7200 IN A 160.217.214.11
david.pf 7200 IN A 160.217.120.72
konference 7200 IN CNAME xarquon
001a4b66a138.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
fze-j-02009.zf 7200 IN A 160.217.166.70
fprcp020031.prf 7200 IN A 160.217.212.46
PRF-cam08.cam 7200 IN A 160.217.94.48
fprcb1242.prf 7200 IN A 160.217.205.191
wireless-client-160-217-144-85.wa2 7200 IN A 160.217.144.85
wireless-client-160-217-147-113.wa2 7200 IN A 160.217.147.113
k4-301a-hoblia00.k4 7200 IN A 160.217.224.4
monikova-tagung.pf 7200 IN CNAME romeo.pf
fzs-2w7-94.zsf 7200 IN A 160.217.178.144
wireless-client-160-217-149-155.wa2 7200 IN A 160.217.149.155
kjaza08.ef 7200 IN A 160.217.173.68
fprczs3041.prf 7200 IN A 160.217.214.25
k1-1014-bornoj00.k1 7200 IN A 160.217.216.153
k5-206-sramkl02.k5 7200 IN A 160.217.229.176
ed-sw4-4800g-poe.zsf 7200 IN A 160.217.179.249
wireless-client-160-217-149-97.wa2 7200 IN A 160.217.149.97
kam-k3-porta3.kam 7200 IN A 160.217.220.173
FZE-B-04008.zf 7200 IN A 160.217.163.108
wireless-client-160-217-132-185.wa1 7200 IN A 160.217.132.185
prfcmikes.prf 7200 IN A 160.217.205.195
pg1.pf 7200 IN A 160.217.120.57
jilkova.pf 7200 IN A 160.217.120.62
pcucebna.lib 7200 IN A 160.217.156.154
A411LandovaNTB.rek 7200 IN A 160.217.155.146
VPN-160-217-129-10.vpn 7200 IN A 160.217.129.10
wireless-client-160-217-149-31.wa2 7200 IN A 160.217.149.31
k051100zr80.zf 7200 IN A 160.217.168.150
wireless-client-160-217-144-196.wa2 7200 IN A 160.217.144.196
wireless-client-160-217-150-214.wa2 7200 IN A 160.217.150.214
k5-302-smidom03.k5 7200 IN A 160.217.228.76
d416.pf 7200 IN A 160.217.120.112
fzs-3087.zsf 7200 IN A 160.217.197.74
k150a29.ef 7200 IN A 160.217.173.29
arpwatch-jir.zsf 7200 IN A 160.217.201.250
NTB-krishna.frov 7200 IN A 160.217.202.48
3c4a92bbb6a1.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
fzs-1254.zsf 7200 IN A 160.217.198.29
wireless-client-160-217-132-11.wa1 7200 IN A 160.217.132.11
pc1428.pf 7200 IN A 160.217.98.128
wireless-client-160-217-149-81.wa2 7200 IN A 160.217.149.81
wireless-client-160-217-149-255.wa2 7200 IN A 160.217.149.255
kjaza09.ef 7200 IN A 160.217.173.69
pc1418.pf 7200 IN A 160.217.98.118
k5-412-sindee04.k5 7200 IN A 160.217.228.25
pc0404.zf 7200 IN A 160.217.161.104
FZE-B-04009.zf 7200 IN A 160.217.163.109
divad211.ufb 7200 IN A 160.217.215.211
oAP7-zf-dek-4NP.wx 7200 IN A 160.217.93.61
pg2.pf 7200 IN A 160.217.120.58
fprcb2621.prf 7200 IN A 160.217.205.186
aula1.bobik 7200 IN A 160.217.152.11
eduroam-160-217-136-168.eduroam 7200 IN A 160.217.136.168
wireless-client-160-217-149-172.wa2 7200 IN A 160.217.149.172
k051100zr81.zf 7200 IN A 160.217.168.151
knovikava-NTB.frov 7200 IN MX 10 knovikava-NTB.frov
knovikava-NTB.frov 7200 IN A 160.217.202.41
eduroam-160-217-136-40.eduroam 7200 IN A 160.217.136.40
wireless-client-160-217-145-109.wa2 7200 IN A 160.217.145.109
wireless-client-160-217-146-204.wa2 7200 IN A 160.217.146.204
A1035TiskMagicColor4695MF.ffrek 7200 IN A 160.217.153.54
wireless-client-160-217-144-120.wa2 7200 IN A 160.217.144.120
d417.pf 7200 IN A 160.217.120.153
stag 7200 IN CNAME oradb
unicreds.ef 7200 IN CNAME web.ef
k1-1013-niklom00.k1 7200 IN A 160.217.217.80
k910a100.ef 7200 IN A 160.217.173.10
FROVZF-zasedacky-160-217-170-143.frovzf 7200 IN A 160.217.170.143
notsvobo.tf 7200 IN A 160.217.193.60
eduroam-160-217-137-160.eduroam 7200 IN A 160.217.137.160
wireless-client-160-217-133-123.wa1 7200 IN A 160.217.133.123
ZSF-nem-160-217-198-203.zsf 7200 IN A 160.217.198.203
stat 7200 IN CNAME virgo
wireless-client-160-217-146-120.wa2 7200 IN A 160.217.146.120
cipis-rek-branisovska.rek 7200 IN A 160.217.155.254
k2-116-baloum04.k2 7200 IN A 160.217.218.187
jandova-j513-sec.pf 7200 IN A 160.217.96.172
wireless-client-160-217-145-159.wa2 7200 IN A 160.217.145.159
oAP6-tf-knez-4NP.wx 7200 IN A 160.217.93.99
d0aeecc07261.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
leipert.pf 7200 IN A 160.217.96.60
7200 IN A 160.217.96.149
k3-304-bocand00.k3 7200 IN A 160.217.223.7
wireless-client-160-217-133-2.wa1 7200 IN A 160.217.133.2
turris.prf 7200 IN A 160.217.207.70
stag1 7200 IN CNAME oradb
stag2 7200 IN A 160.217.5.36
ub.ff 7200 IN CNAME plone-vm3
wireless-client-160-217-151-40.wa2 7200 IN A 160.217.151.40
pdvorak.pf 7200 IN A 160.217.120.178
FZE-B-04011.zf 7200 IN A 160.217.163.111
fprca303a2.prf 7200 IN A 160.217.210.89
k3-616-kollel00.k3 7200 IN A 160.217.222.69
eduroam-160-217-137-13.eduroam 7200 IN A 160.217.137.13
pg3.pf 7200 IN A 160.217.120.59
k051800b2p-reserve121.zf 7200 IN A 160.217.162.121
pospisilova.pf 7200 IN A 160.217.120.29
REK-A4016Eko.rek 7200 IN A 160.217.155.73
wireless-client-160-217-145-219.wa2 7200 IN A 160.217.145.219
KolejK5-160-217-231-100.k5 7200 IN A 160.217.231.100
fzs-2479.zsf 7200 IN A 160.217.196.55
k1-1021-szabom00.k1 7200 IN A 160.217.216.30
wireless-client-160-217-148-92.wa2 7200 IN A 160.217.148.92
rudaprac.pf 7200 IN A 160.217.96.130
wireless-client-160-217-150-25.wa2 7200 IN A 160.217.150.25
wireless-client-160-217-132-138.wa1 7200 IN A 160.217.132.138
k051400o01.zf 7200 IN A 160.217.171.81
t44bfb 7200 IN A 160.217.8.191
k3-313-voskav00.k3 7200 IN A 160.217.222.127
homola.zf 7200 IN A 160.217.161.48
k3-213-lastoj01.k3 7200 IN A 160.217.222.146
wireless-client-160-217-151-228.wa2 7200 IN A 160.217.151.228
hp5m.prf 7200 IN A 160.217.2.27
stagw 7200 IN A 160.217.5.47
havelkova.pf 7200 IN A 160.217.96.41
t44aps 7200 IN A 160.217.8.49
k910a1.ef 7200 IN A 160.217.172.11
A1031TiskPagePro1350.ffrek 7200 IN A 160.217.153.49
wireless-client-160-217-132-188.wa1 7200 IN A 160.217.132.188
VPN-160-217-129-60.vpn 7200 IN A 160.217.129.60
AP7-prfC-bra-2NP.wx 7200 IN A 160.217.92.37
fzs-2449.zsf 7200 IN A 160.217.199.65
FZE-B-04012.zf 7200 IN A 160.217.163.112
wireless-client-160-217-150-215.wa2 7200 IN A 160.217.150.215
k5-122-bartup05.k5 7200 IN A 160.217.228.46
ubytovani05.zf 7200 IN A 160.217.167.54
podlaha.pf 7200 IN A 160.217.123.80
eduroam-160-217-137-132.eduroam 7200 IN A 160.217.137.132
k051800b2p-reserve122.zf 7200 IN A 160.217.162.122
VPN-160-217-131-132.vpn 7200 IN A 160.217.131.132
bat03.zf 7200 IN A 160.217.164.26
blazek.pf 7200 IN A 160.217.96.230
t48zfpuc.zf 7200 IN A 160.217.164.251
k051100zr83.zf 7200 IN A 160.217.168.153
AP4-prfP-sad-2NP.wx 7200 IN A 160.217.92.24
KolejK5-160-217-231-101.k5 7200 IN A 160.217.231.101
k5-732-pupikp00.k5 7200 IN A 160.217.229.54
wireless-client-160-217-132-248.wa1 7200 IN A 160.217.132.248
wireless-client-160-217-148-115.wa2 7200 IN A 160.217.148.115
wireless-client-160-217-133-60.wa1 7200 IN A 160.217.133.60
k1-609-novakl25.k1 7200 IN A 160.217.216.149
k051400o02.zf 7200 IN A 160.217.171.82
simunek.pf 7200 IN A 160.217.120.143
zsfwww 7200 IN A 160.217.6.26
0016d4c8daad.pfduk.dhcp 7200 IN CNAME allow.pfduk.dhcp
wireless-client-160-217-147-53.wa2 7200 IN A 160.217.147.53
VPN-160-217-131-182.vpn 7200 IN A 160.217.131.182
fzs-1351.zsf 7200 IN A 160.217.199.38
prfcvohnout.prf 7200 IN A 160.217.210.101
k4-404a-hurtod00.k4 7200 IN A 160.217.224.126
A0048Kralova.ff 7200 IN A 160.217.126.216
VPN-160-217-129-76.vpn 7200 IN A 160.217.129.76
e-zsf01.acc 7200 IN A 160.217.90.142
wireless-client-160-217-150-196.wa2 7200 IN A 160.217.150.196
FROVZF-zasedacky-160-217-170-214.frovzf 7200 IN A 160.217.170.214
wireless-client-160-217-149-232.wa2 7200 IN A 160.217.149.232
IPtel-Chval.zsf 7200 IN A 160.217.195.22
wireless-client-160-217-132-252.wa1 7200 IN A 160.217.132.252
FZE-B-04013.zf 7200 IN A 160.217.163.113
k5-525-veverd00.k5 7200 IN A 160.217.228.243
wireless-client-160-217-147-50.wa2 7200 IN A 160.217.147.50
pg5.pf 7200 IN A 160.217.120.61
fprczs1173.prf 7200 IN A 160.217.214.62
fprcp010091.prf 7200 IN A 160.217.212.44
FROVZF-zasedacky-160-217-170-172.frovzf 7200 IN A 160.217.170.172
k051100zr84.zf 7200 IN A 160.217.168.154
thsbp-doprava.bf 7200 IN A 160.217.205.211
KolejK5-160-217-231-102.k5 7200 IN A 160.217.231.102
wireless-client-160-217-148-225.wa2 7200 IN A 160.217.148.225
A2038Kral.ff 7200 IN A 160.217.126.58
klub.lib 7200 IN A 160.217.156.84
KAM-cam07.cam 7200 IN A 160.217.94.207
FROVZF-zasedacky-160-217-170-22.frovzf 7200 IN A 160.217.170.22
k5-719-blahov12.k5 7200 IN A 160.217.229.156
FROVZF-zasedacky-160-217-170-192.frovzf 7200 IN A 160.217.170.192
ZF-cam05.cam 7200 IN A 160.217.94.195
IPtel-Veleminsky.zsf 7200 IN A 160.217.198.197
k051400o03.zf 7200 IN A 160.217.171.83
dhclient06-duk.pf 7200 IN A 160.217.120.235
k4-502b-francv01.k4 7200 IN A 160.217.225.49
ffi.shv 7200 IN CNAME www.shv
fprpp010161.prf 7200 IN A 160.217.212.24
fprcb1852.prf 7200 IN A 160.217.205.12
k5-405-mandak00.k5 7200 IN A 160.217.229.8
suchankova.pf 7200 IN A 160.217.120.184
eduroam-160-217-136-37.eduroam 7200 IN A 160.217.136.37
VPN-160-217-129-93.vpn 7200 IN A 160.217.129.93
vv2-03.lib 7200 IN A 160.217.156.113
IPtel-Karda.zsf 7200 IN A 160.217.199.164
k2-1021-forman00.k2 7200 IN A 160.217.218.79
k910a3.ef 7200 IN A 160.217.172.13
wireless-client-160-217-150-248.wa2 7200 IN A 160.217.150.248
malikova.pf 7200 IN A 160.217.96.26
fprca1241.prf 7200 IN A 160.217.210.41
wireless-client-160-217-146-112.wa2 7200 IN A 160.217.146.112
AP3-FrovA-1NP.wx 7200 IN A 160.217.91.52
wireless-client-160-217-133-129.wa1 7200 IN A 160.217.133.129
eduroam-160-217-136-210.eduroam 7200 IN A 160.217.136.210
uc01.tf 7200 IN A 160.217.193.201
sekrprod.tf 7200 IN A 160.217.193.178
www-old.ff 7200 IN CNAME julie.ff
VPN-160-217-131-205.vpn 7200 IN A 160.217.131.205
k051100zr85.zf 7200 IN A 160.217.168.155
wireless-client-160-217-149-1.wa2 7200 IN A 160.217.149.1
KolejK5-160-217-231-103.k5 7200 IN A 160.217.231.103
k1-217-cekalt00.k1 7200 IN A 160.217.216.4
PC-nem-Vitosova.zsf 7200 IN A 160.217.198.34
wireless-client-160-217-146-162.wa2 7200 IN A 160.217.146.162
prfcb3601.prf 7200 IN A 160.217.205.5
k051400o04.zf 7200 IN A 160.217.171.84
k3-315-smejkj02.k3 7200 IN A 160.217.222.112
k5-503-jarolv00.k5 7200 IN A 160.217.229.119
sovo166.ufb 7200 IN A 160.217.215.166
lib2.pf 7200 IN A 160.217.120.47
t48zsfnem2 7200 IN A 160.217.8.149
k910a4.ef 7200 IN A 160.217.172.14
print-gw 7200 IN A 160.217.10.254
t44ff1 7200 IN A 160.217.8.41
wireless-client-160-217-146-222.wa2 7200 IN A 160.217.146.222
sor-icte.pf 7200 IN CNAME zms03
wireless-client-160-217-150-32.wa2 7200 IN A 160.217.150.32
VPN-160-217-129-155.vpn 7200 IN A 160.217.129.155
VPN-160-217-131-27.vpn 7200 IN A 160.217.131.27
Tisk-EKO-granty2.zsf 7200 IN A 160.217.201.55
msfoundation.ef 7200 IN A 160.217.161.201
eduroam-160-217-137-44.eduroam 7200 IN A 160.217.137.44
k2-405-cernam06.k2 7200 IN A 160.217.219.66
pg7.pf 7200 IN A 160.217.120.64
wireless-client-160-217-133-141.wa1 7200 IN A 160.217.133.141
k1-104-almayj00.k1 7200 IN A 160.217.216.39
wireless-client-160-217-144-57.wa2 7200 IN A 160.217.144.57
wireless-client-160-217-133-45.wa1 7200 IN A 160.217.133.45
A153Latal.ff 7200 IN A 160.217.126.78
KolejK5-160-217-231-104.k5 7200 IN A 160.217.231.104
fzs-3027T.zsf 7200 IN A 160.217.197.202
olzbutova.pf 7200 IN A 160.217.96.137
k051800b2p23.zf 7200 IN A 160.217.162.118
notdrev.pf 7200 IN A 160.217.123.55
k1-714-simkol07.k1 7200 IN A 160.217.216.147
UPR-NBPresslova.rek 7200 IN A 160.217.155.169
uan.ff 7200 IN CNAME plone-vm3
k051400o05.zf 7200 IN A 160.217.171.85
wireless-client-160-217-148-178.wa2 7200 IN A 160.217.148.178
wireless-client-160-217-145-25.wa2 7200 IN A 160.217.145.25
k3-gw.k3 7200 IN A 160.217.223.254
wireless-client-160-217-133-191.wa1 7200 IN A 160.217.133.191
dell3020.pf 7200 IN A 160.217.96.244
pc1430.pf 7200 IN A 160.217.98.130
Kamyk 7200 IN A 160.217.1.120
mail.tf 7200 IN CNAME aries.tf
kbd.zf 7200 IN CNAME sites.zf
k910a5.ef 7200 IN A 160.217.172.15
FROVZF-zasedacky-160-217-170-83.frovzf 7200 IN A 160.217.170.83
fprczs1037.prf 7200 IN A 160.217.214.63
host-Jaip-03-2014.frov 7200 IN MX 10 host-Jaip-03-2014.frov
host-Jaip-03-2014.frov 7200 IN A 160.217.202.160
k1-420-valtat00.k1 7200 IN A 160.217.216.3
wireless-client-160-217-145-75.wa2 7200 IN A 160.217.145.75
SenzorTH1 7200 IN A 160.217.1.111
k5-213-rejskd00.k5 7200 IN A 160.217.228.184
FZE-B-04016.zf 7200 IN A 160.217.163.116
k5-712-klimap03.k5 7200 IN A 160.217.228.239
wireless-client-160-217-144-158.wa2 7200 IN A 160.217.144.158
fzs-3050.zsf 7200 IN A 160.217.196.100
uc03.tf 7200 IN A 160.217.193.203
prfcb2612.prf 7200 IN A 160.217.205.39
kotova.frov 7200 IN A 160.217.202.26
k051100zr87.zf 7200 IN A 160.217.168.157
vedouci-kbi.pf 7200 IN A 160.217.96.196
KolejK5-160-217-231-105.k5 7200 IN A 160.217.231.105
wireless-client-160-217-151-129.wa2 7200 IN A 160.217.151.129
FROVZF-zasedacky-160-217-170-107.frovzf 7200 IN A 160.217.170.107
wireless-client-160-217-148-205.wa2 7200 IN A 160.217.148.205
fprca30403.prf 7200 IN A 160.217.211.35
smrk.ef 7200 IN CNAME web.ef
k3-203-dokulo00.k3 7200 IN A 160.217.222.158
k051400o06.zf 7200 IN A 160.217.171.86
wireless-client-160-217-151-21.wa2 7200 IN A 160.217.151.21
fprcb3501.prf 7200 IN A 160.217.205.57
fzs-3109.zsf 7200 IN A 160.217.197.79
k2-904-novaka08.k2 7200 IN A 160.217.218.37
k4-504a-karbaa01.k4 7200 IN A 160.217.224.72
k3-221-klenoe00.k3 7200 IN A 160.217.223.28
AP2-kni-bra-1NP.wx 7200 IN A 160.217.91.41
eduroam-160-217-136-105.eduroam 7200 IN A 160.217.136.105
wireless-client-160-217-150-35.wa2 7200 IN A 160.217.150.35
k2-714-capkoa00.k2 7200 IN A 160.217.218.61
7200 IN A 160.217.218.157
a24-8300-1.k1 7200 IN A 160.217.217.241
a24-8300-1.k2 7200 IN A 160.217.219.241
a24-8300-1.k3 7200 IN A 160.217.223.241
a24-8300-1.k4 7200 IN A 160.217.225.241
nagios.frov 7200 IN MX 10 nagios.frov
